Time,Date,Hour,Day_of_Week,Road_Name,Vehicle_Count,Traffic_Density,Congestion_Level,Avg_Speed_kmh,Pollution_Index
2024-04-24 15:00:00,2024-04-24,15,Wednesday,Whitefield Road,157,0.39,Moderate,31.8,165.9
2024-04-24 15:00:00,2024-04-24,15,Wednesday,Electronic City Road,164,0.49,Moderate,33.4,165.7
2024-04-24 16:00:00,2024-04-24,16,Wednesday,MG Road,149,0.61,Moderate,27.1,168.7
2024-04-24 16:00:00,2024-04-24,16,Wednesday,Brigade Road,114,0.59,Moderate,21.3,117.6
2024-04-24 16:00:00,2024-04-24,16,Wednesday,Outer Ring Road,134,0.61,Moderate,25.9,148.5
2024-04-24 16:00:00,2024-04-24,16,Wednesday,Hosur Road,147,0.57,Moderate,24.9,167.9
2024-04-24 16:00:00,2024-04-24,16,Wednesday,Bannerghatta Road,125,0.48,Moderate,30.3,143.6
2024-04-24 16:00:00,2024-04-24,16,Wednesday,Old Airport Road,116,0.61,Moderate,18.5,146.8
2024-04-24 16:00:00,2024-04-24,16,Wednesday,Whitefield Road,113,0.59,Moderate,28.8,113.9
2024-04-24 16:00:00,2024-04-24,16,Wednesday,Electronic City Road,191,0.52,Moderate,23.9,173.3
2024-04-24 17:00:00,2024-04-24,17,Wednesday,MG Road,446,0.8,High,15.3,394.5
2024-04-24 17:00:00,2024-04-24,17,Wednesday,Brigade Road,257,0.79,High,10.2,258.8
2024-04-24 17:00:00,2024-04-24,17,Wednesday,Outer Ring Road,364,0.94,Critical,8.2,325.7
2024-04-24 17:00:00,2024-04-24,17,Wednesday,Hosur Road,256,0.71,High,20.8,250.7
2024-04-24 17:00:00,2024-04-24,17,Wednesday,Bannerghatta Road,193,0.9,Critical,5.0,203.9
2024-04-24 17:00:00,2024-04-24,17,Wednesday,Old Airport Road,187,0.85,Critical,7.7,177.6
2024-04-24 17:00:00,2024-04-24,17,Wednesday,Whitefield Road,383,0.71,High,15.4,344.9
2024-04-24 17:00:00,2024-04-24,17,Wednesday,Electronic City Road,239,0.98,Critical,5.0,211.4
2024-04-24 18:00:00,2024-04-24,18,Wednesday,MG Road,238,0.8,High,16.3,216.1
2024-04-24 18:00:00,2024-04-24,18,Wednesday,Brigade Road,380,0.88,Critical,6.2,340.0
2024-04-24 18:00:00,2024-04-24,18,Wednesday,Outer Ring Road,392,0.94,Critical,5.0,351.0
2024-04-24 18:00:00,2024-04-24,18,Wednesday,Hosur Road,230,0.79,High,14.7,232.5
2024-04-24 18:00:00,2024-04-24,18,Wednesday,Bannerghatta Road,278,0.65,High,19.3,260.9
2024-04-24 18:00:00,2024-04-24,18,Wednesday,Old Airport Road,211,0.74,High,15.0,205.8
2024-04-24 18:00:00,2024-04-24,18,Wednesday,Whitefield Road,242,0.95,Critical,5.0,248.3
2024-04-24 18:00:00,2024-04-24,18,Wednesday,Electronic City Road,269,0.93,Critical,5.0,272.7
2024-04-24 19:00:00,2024-04-24,19,Wednesday,MG Road,431,0.74,High,20.2,376.8
2024-04-24 19:00:00,2024-04-24,19,Wednesday,Brigade Road,290,0.9,Critical,5.0,288.0
2024-04-24 19:00:00,2024-04-24,19,Wednesday,Outer Ring Road,350,0.69,High,18.2,318.6
2024-04-24 19:00:00,2024-04-24,19,Wednesday,Hosur Road,388,0.96,Critical,5.0,368.4
2024-04-24 19:00:00,2024-04-24,19,Wednesday,Bannerghatta Road,184,0.8,High,14.9,191.4
2024-04-24 19:00:00,2024-04-24,19,Wednesday,Old Airport Road,205,0.87,Critical,11.0,219.2
2024-04-24 19:00:00,2024-04-24,19,Wednesday,Whitefield Road,226,0.82,High,6.8,222.8
2024-04-24 19:00:00,2024-04-24,19,Wednesday,Electronic City Road,227,1.0,Critical,5.0,224.2
2024-04-24 20:00:00,2024-04-24,20,Wednesday,MG Road,286,0.75,High,10.4,255.5
2024-04-24 20:00:00,2024-04-24,20,Wednesday,Brigade Road,402,0.73,High,13.9,352.3
2024-04-24 20:00:00,2024-04-24,20,Wednesday,Outer Ring Road,427,0.71,High,15.9,392.8
2024-04-24 20:00:00,2024-04-24,20,Wednesday,Hosur Road,255,0.83,High,10.9,241.9
2024-04-24 20:00:00,2024-04-24,20,Wednesday,Bannerghatta Road,181,0.71,High,20.1,179.6
2024-04-24 20:00:00,2024-04-24,20,Wednesday,Old Airport Road,219,0.78,High,12.4,217.9
2024-04-24 20:00:00,2024-04-24,20,Wednesday,Whitefield Road,283,0.89,Critical,5.0,263.8
2024-04-24 20:00:00,2024-04-24,20,Wednesday,Electronic City Road,287,0.67,High,24.6,249.7
2024-04-24 21:00:00,2024-04-24,21,Wednesday,MG Road,79,0.2,Low,49.3,95.7
2024-04-24 21:00:00,2024-04-24,21,Wednesday,Brigade Road,103,0.34,Low,35.5,131.4
2024-04-24 21:00:00,2024-04-24,21,Wednesday,Outer Ring Road,85,0.21,Low,48.4,121.4
2024-04-24 21:00:00,2024-04-24,21,Wednesday,Hosur Road,43,0.27,Low,43.6,57.5
2024-04-24 21:00:00,2024-04-24,21,Wednesday,Bannerghatta Road,82,0.24,Low,45.5,111.5
2024-04-24 21:00:00,2024-04-24,21,Wednesday,Old Airport Road,61,0.3,Low,39.2,89.0
2024-04-24 21:00:00,2024-04-24,21,Wednesday,Whitefield Road,110,0.25,Low,42.1,110.0
2024-04-24 21:00:00,2024-04-24,21,Wednesday,Electronic City Road,110,0.23,Low,48.7,141.7
2024-04-24 22:00:00,2024-04-24,22,Wednesday,MG Road,125,0.22,Low,44.4,136.6
2024-04-24 22:00:00,2024-04-24,22,Wednesday,Brigade Road,88,0.18,Low,51.8,106.6
2024-04-24 22:00:00,2024-04-24,22,Wednesday,Outer Ring Road,130,0.31,Low,40.1,135.9
2024-04-24 22:00:00,2024-04-24,22,Wednesday,Hosur Road,93,0.17,Low,53.0,124.3
2024-04-24 22:00:00,2024-04-24,22,Wednesday,Bannerghatta Road,67,0.16,Low,46.9,92.6
2024-04-24 22:00:00,2024-04-24,22,Wednesday,Old Airport Road,72,0.18,Low,44.3,98.3
2024-04-24 22:00:00,2024-04-24,22,Wednesday,Whitefield Road,74,0.16,Low,51.9,112.7
2024-04-24 22:00:00,2024-04-24,22,Wednesday,Electronic City Road,73,0.15,Low,49.6,108.5
2024-04-24 23:00:00,2024-04-24,23,Wednesday,MG Road,78,0.16,Low,47.7,92.3
2024-04-24 23:00:00,2024-04-24,23,Wednesday,Brigade Road,79,0.33,Low,40.3,91.7
2024-04-24 23:00:00,2024-04-24,23,Wednesday,Outer Ring Road,95,0.25,Low,46.7,96.9
2024-04-24 23:00:00,2024-04-24,23,Wednesday,Hosur Road,64,0.24,Low,46.1,76.6
2024-04-24 23:00:00,2024-04-24,23,Wednesday,Bannerghatta Road,90,0.19,Low,52.5,111.0
2024-04-24 23:00:00,2024-04-24,23,Wednesday,Old Airport Road,64,0.28,Low,44.3,102.0
2024-04-24 23:00:00,2024-04-24,23,Wednesday,Whitefield Road,84,0.25,Low,44.3,95.9
2024-04-24 23:00:00,2024-04-24,23,Wednesday,Electronic City Road,114,0.22,Low,49.9,113.1
2024-04-25 00:00:00,2024-04-25,0,Thursday,MG Road,53,0.12,Low,51.9,74.6
2024-04-25 00:00:00,2024-04-25,0,Thursday,Brigade Road,27,0.11,Low,57.1,61.7
2024-04-25 00:00:00,2024-04-25,0,Thursday,Outer Ring Road,39,0.15,Low,53.4,63.8
2024-04-25 00:00:00,2024-04-25,0,Thursday,Hosur Road,37,0.13,Low,50.2,55.1
2024-04-25 00:00:00,2024-04-25,0,Thursday,Bannerghatta Road,3,0.11,Low,51.0,56.7
2024-04-25 00:00:00,2024-04-25,0,Thursday,Old Airport Road,22,0.12,Low,53.3,53.7
2024-04-25 00:00:00,2024-04-25,0,Thursday,Whitefield Road,39,0.02,Low,55.9,84.8
2024-04-25 00:00:00,2024-04-25,0,Thursday,Electronic City Road,5,0.07,Low,56.6,62.5
2024-04-25 01:00:00,2024-04-25,1,Thursday,MG Road,14,0.08,Low,56.0,61.9
2024-04-25 01:00:00,2024-04-25,1,Thursday,Brigade Road,38,0.13,Low,53.9,73.1
2024-04-25 01:00:00,2024-04-25,1,Thursday,Outer Ring Road,59,0.14,Low,47.8,73.4
2024-04-25 01:00:00,2024-04-25,1,Thursday,Hosur Road,23,0.15,Low,53.7,47.7
2024-04-25 01:00:00,2024-04-25,1,Thursday,Bannerghatta Road,1,0.08,Low,55.5,53.7
2024-04-25 01:00:00,2024-04-25,1,Thursday,Old Airport Road,17,0.1,Low,53.1,45.3
2024-04-25 01:00:00,2024-04-25,1,Thursday,Whitefield Road,14,0.05,Low,57.4,69.3
2024-04-25 01:00:00,2024-04-25,1,Thursday,Electronic City Road,16,0.15,Low,52.7,42.3
2024-04-25 02:00:00,2024-04-25,2,Thursday,MG Road,42,0.06,Low,57.4,54.4
2024-04-25 02:00:00,2024-04-25,2,Thursday,Brigade Road,36,0.07,Low,56.9,65.5
2024-04-25 02:00:00,2024-04-25,2,Thursday,Outer Ring Road,17,0.15,Low,47.8,58.3
2024-04-25 02:00:00,2024-04-25,2,Thursday,Hosur Road,32,0.08,Low,53.9,85.4
2024-04-25 02:00:00,2024-04-25,2,Thursday,Bannerghatta Road,36,0.04,Low,54.9,85.3
2024-04-25 02:00:00,2024-04-25,2,Thursday,Old Airport Road,17,0.11,Low,56.5,61.5
2024-04-25 02:00:00,2024-04-25,2,Thursday,Whitefield Road,17,0.08,Low,51.3,52.5
2024-04-25 02:00:00,2024-04-25,2,Thursday,Electronic City Road,8,0.07,Low,60.3,37.2
2024-04-25 03:00:00,2024-04-25,3,Thursday,MG Road,24,0.11,Low,57.2,60.3
2024-04-25 03:00:00,2024-04-25,3,Thursday,Brigade Road,20,0.03,Low,61.7,71.3
2024-04-25 03:00:00,2024-04-25,3,Thursday,Outer Ring Road,29,0.14,Low,51.7,56.3
2024-04-25 03:00:00,2024-04-25,3,Thursday,Hosur Road,9,0.14,Low,47.7,29.4
2024-04-25 03:00:00,2024-04-25,3,Thursday,Bannerghatta Road,13,0.07,Low,51.2,65.6
2024-04-25 03:00:00,2024-04-25,3,Thursday,Old Airport Road,27,0.02,Low,59.2,62.3
2024-04-25 03:00:00,2024-04-25,3,Thursday,Whitefield Road,12,0.08,Low,51.7,36.2
2024-04-25 03:00:00,2024-04-25,3,Thursday,Electronic City Road,47,0.09,Low,58.3,69.4
2024-04-25 04:00:00,2024-04-25,4,Thursday,MG Road,31,0.13,Low,54.7,46.0
2024-04-25 04:00:00,2024-04-25,4,Thursday,Brigade Road,13,0.08,Low,55.3,53.6
2024-04-25 04:00:00,2024-04-25,4,Thursday,Outer Ring Road,31,0.14,Low,53.0,63.5
2024-04-25 04:00:00,2024-04-25,4,Thursday,Hosur Road,27,0.03,Low,58.6,58.5
2024-04-25 04:00:00,2024-04-25,4,Thursday,Bannerghatta Road,14,0.11,Low,57.0,38.1
2024-04-25 04:00:00,2024-04-25,4,Thursday,Old Airport Road,27,0.07,Low,51.0,42.9
2024-04-25 04:00:00,2024-04-25,4,Thursday,Whitefield Road,11,0.13,Low,53.4,47.1
2024-04-25 04:00:00,2024-04-25,4,Thursday,Electronic City Road,22,0.15,Low,47.9,73.7
2024-04-25 05:00:00,2024-04-25,5,Thursday,MG Road,23,0.06,Low,54.7,62.2
2024-04-25 05:00:00,2024-04-25,5,Thursday,Brigade Road,20,0.1,Low,59.0,63.2
2024-04-25 05:00:00,2024-04-25,5,Thursday,Outer Ring Road,42,0.14,Low,48.4,83.0
2024-04-25 05:00:00,2024-04-25,5,Thursday,Hosur Road,19,0.13,Low,50.2,61.5
2024-04-25 05:00:00,2024-04-25,5,Thursday,Bannerghatta Road,37,0.05,Low,52.2,53.2
2024-04-25 05:00:00,2024-04-25,5,Thursday,Old Airport Road,17,0.14,Low,50.2,34.0
2024-04-25 05:00:00,2024-04-25,5,Thursday,Whitefield Road,54,0.14,Low,51.1,96.1
2024-04-25 05:00:00,2024-04-25,5,Thursday,Electronic City Road,11,0.05,Low,58.5,46.8
2024-04-25 06:00:00,2024-04-25,6,Thursday,MG Road,61,0.33,Low,37.6,81.5
2024-04-25 06:00:00,2024-04-25,6,Thursday,Brigade Road,116,0.3,Low,37.4,127.0
2024-04-25 06:00:00,2024-04-25,6,Thursday,Outer Ring Road,115,0.3,Low,42.0,115.2
2024-04-25 06:00:00,2024-04-25,6,Thursday,Hosur Road,82,0.31,Low,44.2,96.7
2024-04-25 06:00:00,2024-04-25,6,Thursday,Bannerghatta Road,43,0.34,Low,42.9,65.3
2024-04-25 06:00:00,2024-04-25,6,Thursday,Old Airport Road,98,0.33,Low,36.7,112.5
2024-04-25 06:00:00,2024-04-25,6,Thursday,Whitefield Road,102,0.26,Low,41.9,116.4
2024-04-25 06:00:00,2024-04-25,6,Thursday,Electronic City Road,123,0.29,Low,39.1,126.3
2024-04-25 07:00:00,2024-04-25,7,Thursday,MG Road,53,0.2,Low,46.8,94.7
2024-04-25 07:00:00,2024-04-25,7,Thursday,Brigade Road,103,0.31,Low,40.5,125.8
2024-04-25 07:00:00,2024-04-25,7,Thursday,Outer Ring Road,66,0.22,Low,47.5,92.2
2024-04-25 07:00:00,2024-04-25,7,Thursday,Hosur Road,102,0.32,Low,37.1,103.6
2024-04-25 07:00:00,2024-04-25,7,Thursday,Bannerghatta Road,62,0.19,Low,47.5,76.2
2024-04-25 07:00:00,2024-04-25,7,Thursday,Old Airport Road,56,0.26,Low,39.5,81.5
2024-04-25 07:00:00,2024-04-25,7,Thursday,Whitefield Road,58,0.34,Low,40.4,73.5
2024-04-25 07:00:00,2024-04-25,7,Thursday,Electronic City Road,125,0.22,Low,51.7,156.3
2024-04-25 08:00:00,2024-04-25,8,Thursday,MG Road,426,0.88,Critical,8.1,390.3
2024-04-25 08:00:00,2024-04-25,8,Thursday,Brigade Road,400,0.74,High,18.1,369.4
2024-04-25 08:00:00,2024-04-25,8,Thursday,Outer Ring Road,398,0.84,High,11.7,356.4
2024-04-25 08:00:00,2024-04-25,8,Thursday,Hosur Road,252,0.78,High,8.3,226.5
2024-04-25 08:00:00,2024-04-25,8,Thursday,Bannerghatta Road,236,0.83,High,10.4,243.5
2024-04-25 08:00:00,2024-04-25,8,Thursday,Old Airport Road,228,0.96,Critical,5.0,210.4
2024-04-25 08:00:00,2024-04-25,8,Thursday,Whitefield Road,371,0.91,Critical,5.0,356.4
2024-04-25 08:00:00,2024-04-25,8,Thursday,Electronic City Road,329,0.65,High,25.0,294.8
2024-04-25 09:00:00,2024-04-25,9,Thursday,MG Road,253,0.88,Critical,11.5,228.3
2024-04-25 09:00:00,2024-04-25,9,Thursday,Brigade Road,413,0.9,Critical,10.6,362.6
2024-04-25 09:00:00,2024-04-25,9,Thursday,Outer Ring Road,475,0.88,Critical,10.9,429.2
2024-04-25 09:00:00,2024-04-25,9,Thursday,Hosur Road,355,0.67,High,16.0,312.2
2024-04-25 09:00:00,2024-04-25,9,Thursday,Bannerghatta Road,321,0.82,High,14.8,310.5
2024-04-25 09:00:00,2024-04-25,9,Thursday,Old Airport Road,293,0.7,High,19.1,271.8
2024-04-25 09:00:00,2024-04-25,9,Thursday,Whitefield Road,304,0.94,Critical,5.0,292.9
2024-04-25 09:00:00,2024-04-25,9,Thursday,Electronic City Road,414,0.98,Critical,5.0,351.7
2024-04-25 10:00:00,2024-04-25,10,Thursday,MG Road,449,0.99,Critical,5.0,399.9
2024-04-25 10:00:00,2024-04-25,10,Thursday,Brigade Road,295,0.77,High,9.1,293.3
2024-04-25 10:00:00,2024-04-25,10,Thursday,Outer Ring Road,397,0.8,High,13.2,348.0
2024-04-25 10:00:00,2024-04-25,10,Thursday,Hosur Road,379,0.79,High,17.0,356.3
2024-04-25 10:00:00,2024-04-25,10,Thursday,Bannerghatta Road,310,0.97,Critical,5.0,302.3
2024-04-25 10:00:00,2024-04-25,10,Thursday,Old Airport Road,257,0.84,High,5.5,252.0
2024-04-25 10:00:00,2024-04-25,10,Thursday,Whitefield Road,268,0.87,Critical,7.3,250.7
2024-04-25 10:00:00,2024-04-25,10,Thursday,Electronic City Road,249,0.98,Critical,5.0,258.3
2024-04-25 11:00:00,2024-04-25,11,Thursday,MG Road,138,0.58,Moderate,29.4,156.1
2024-04-25 11:00:00,2024-04-25,11,Thursday,Brigade Road,212,0.44,Moderate,31.7,221.4
2024-04-25 11:00:00,2024-04-25,11,Thursday,Outer Ring Road,159,0.5,Moderate,32.1,159.9
2024-04-25 11:00:00,2024-04-25,11,Thursday,Hosur Road,102,0.55,Moderate,28.6,114.2
2024-04-25 11:00:00,2024-04-25,11,Thursday,Bannerghatta Road,122,0.38,Moderate,37.2,137.4
2024-04-25 11:00:00,2024-04-25,11,Thursday,Old Airport Road,158,0.4,Moderate,40.9,160.4
2024-04-25 11:00:00,2024-04-25,11,Thursday,Whitefield Road,132,0.48,Moderate,33.8,132.8
2024-04-25 11:00:00,2024-04-25,11,Thursday,Electronic City Road,102,0.39,Moderate,39.9,131.4
2024-04-25 12:00:00,2024-04-25,12,Thursday,MG Road,192,0.53,Moderate,29.1,194.2
2024-04-25 12:00:00,2024-04-25,12,Thursday,Brigade Road,121,0.41,Moderate,32.3,146.1
2024-04-25 12:00:00,2024-04-25,12,Thursday,Outer Ring Road,162,0.61,Moderate,21.2,167.5
2024-04-25 12:00:00,2024-04-25,12,Thursday,Hosur Road,163,0.53,Moderate,28.1,151.4
2024-04-25 12:00:00,2024-04-25,12,Thursday,Bannerghatta Road,178,0.64,Moderate,25.3,193.4
2024-04-25 12:00:00,2024-04-25,12,Thursday,Old Airport Road,104,0.65,High,22.9,122.0
2024-04-25 12:00:00,2024-04-25,12,Thursday,Whitefield Road,148,0.37,Moderate,33.5,157.2
2024-04-25 12:00:00,2024-04-25,12,Thursday,Electronic City Road,107,0.64,Moderate,25.1,144.6
2024-04-25 13:00:00,2024-04-25,13,Thursday,MG Road,115,0.49,Moderate,35.2,118.7
2024-04-25 13:00:00,2024-04-25,13,Thursday,Brigade Road,177,0.53,Moderate,25.9,176.9
2024-04-25 13:00:00,2024-04-25,13,Thursday,Outer Ring Road,148,0.36,Moderate,39.0,152.6
2024-04-25 13:00:00,2024-04-25,13,Thursday,Hosur Road,95,0.45,Moderate,35.4,125.2
2024-04-25 13:00:00,2024-04-25,13,Thursday,Bannerghatta Road,96,0.45,Moderate,30.6,125.5
2024-04-25 13:00:00,2024-04-25,13,Thursday,Old Airport Road,152,0.47,Moderate,29.3,168.3
2024-04-25 13:00:00,2024-04-25,13,Thursday,Whitefield Road,154,0.36,Moderate,41.6,143.3
2024-04-25 13:00:00,2024-04-25,13,Thursday,Electronic City Road,136,0.35,Moderate,42.9,160.8
2024-04-25 14:00:00,2024-04-25,14,Thursday,MG Road,221,0.44,Moderate,29.8,207.9
2024-04-25 14:00:00,2024-04-25,14,Thursday,Brigade Road,99,0.65,High,22.0,130.7
2024-04-25 14:00:00,2024-04-25,14,Thursday,Outer Ring Road,200,0.39,Moderate,39.6,181.0
2024-04-25 14:00:00,2024-04-25,14,Thursday,Hosur Road,118,0.53,Moderate,30.9,145.1
2024-04-25 14:00:00,2024-04-25,14,Thursday,Bannerghatta Road,171,0.57,Moderate,25.9,193.4
2024-04-25 14:00:00,2024-04-25,14,Thursday,Old Airport Road,139,0.52,Moderate,30.1,158.9
2024-04-25 14:00:00,2024-04-25,14,Thursday,Whitefield Road,101,0.55,Moderate,27.4,106.9
2024-04-25 14:00:00,2024-04-25,14,Thursday,Electronic City Road,145,0.4,Moderate,31.9,172.1
2024-04-25 15:00:00,2024-04-25,15,Thursday,MG Road,159,0.56,Moderate,23.5,155.3
2024-04-25 15:00:00,2024-04-25,15,Thursday,Brigade Road,140,0.45,Moderate,29.3,134.2
2024-04-25 15:00:00,2024-04-25,15,Thursday,Outer Ring Road,149,0.53,Moderate,26.2,173.2
2024-04-25 15:00:00,2024-04-25,15,Thursday,Hosur Road,149,0.62,Moderate,25.4,172.8
2024-04-25 15:00:00,2024-04-25,15,Thursday,Bannerghatta Road,151,0.36,Moderate,39.0,180.5
2024-04-25 15:00:00,2024-04-25,15,Thursday,Old Airport Road,71,0.53,Moderate,33.0,105.4
2024-04-25 15:00:00,2024-04-25,15,Thursday,Whitefield Road,171,0.56,Moderate,26.8,185.7
2024-04-25 15:00:00,2024-04-25,15,Thursday,Electronic City Road,200,0.54,Moderate,31.3,183.2
2024-04-25 16:00:00,2024-04-25,16,Thursday,MG Road,130,0.55,Moderate,30.1,139.1
2024-04-25 16:00:00,2024-04-25,16,Thursday,Brigade Road,113,0.45,Moderate,33.5,132.8
2024-04-25 16:00:00,2024-04-25,16,Thursday,Outer Ring Road,174,0.4,Moderate,33.4,185.5
2024-04-25 16:00:00,2024-04-25,16,Thursday,Hosur Road,105,0.53,Moderate,23.5,143.8
2024-04-25 16:00:00,2024-04-25,16,Thursday,Bannerghatta Road,162,0.55,Moderate,23.5,162.1
2024-04-25 16:00:00,2024-04-25,16,Thursday,Old Airport Road,138,0.62,Moderate,22.6,168.5
2024-04-25 16:00:00,2024-04-25,16,Thursday,Whitefield Road,143,0.56,Moderate,26.2,162.3
2024-04-25 16:00:00,2024-04-25,16,Thursday,Electronic City Road,98,0.61,Moderate,27.6,134.2
2024-04-25 17:00:00,2024-04-25,17,Thursday,MG Road,252,0.81,High,9.3,251.4
2024-04-25 17:00:00,2024-04-25,17,Thursday,Brigade Road,419,0.85,Critical,9.8,372.0
2024-04-25 17:00:00,2024-04-25,17,Thursday,Outer Ring Road,428,0.93,Critical,5.0,378.7
2024-04-25 17:00:00,2024-04-25,17,Thursday,Hosur Road,275,0.76,High,13.2,240.1
2024-04-25 17:00:00,2024-04-25,17,Thursday,Bannerghatta Road,233,0.99,Critical,5.0,209.3
2024-04-25 17:00:00,2024-04-25,17,Thursday,Old Airport Road,294,0.76,High,13.1,287.7
2024-04-25 17:00:00,2024-04-25,17,Thursday,Whitefield Road,340,0.65,High,21.2,293.9
2024-04-25 17:00:00,2024-04-25,17,Thursday,Electronic City Road,222,0.79,High,11.6,207.1
2024-04-25 18:00:00,2024-04-25,18,Thursday,MG Road,230,0.78,High,15.5,239.5
2024-04-25 18:00:00,2024-04-25,18,Thursday,Brigade Road,255,0.88,Critical,5.0,224.3
2024-04-25 18:00:00,2024-04-25,18,Thursday,Outer Ring Road,436,0.86,Critical,12.0,392.3
2024-04-25 18:00:00,2024-04-25,18,Thursday,Hosur Road,359,0.69,High,14.2,336.8
2024-04-25 18:00:00,2024-04-25,18,Thursday,Bannerghatta Road,344,0.66,High,16.8,319.5
2024-04-25 18:00:00,2024-04-25,18,Thursday,Old Airport Road,248,0.71,High,20.1,236.8
2024-04-25 18:00:00,2024-04-25,18,Thursday,Whitefield Road,324,0.85,Critical,7.7,313.5
2024-04-25 18:00:00,2024-04-25,18,Thursday,Electronic City Road,387,0.88,Critical,11.9,331.3
2024-04-25 19:00:00,2024-04-25,19,Thursday,MG Road,443,0.9,Critical,5.0,408.9
2024-04-25 19:00:00,2024-04-25,19,Thursday,Brigade Road,377,0.77,High,18.1,348.1
2024-04-25 19:00:00,2024-04-25,19,Thursday,Outer Ring Road,353,0.93,Critical,5.1,307.9
2024-04-25 19:00:00,2024-04-25,19,Thursday,Hosur Road,294,0.75,High,19.6,266.5
2024-04-25 19:00:00,2024-04-25,19,Thursday,Bannerghatta Road,250,0.97,Critical,5.0,225.0
2024-04-25 19:00:00,2024-04-25,19,Thursday,Old Airport Road,167,0.87,Critical,10.0,177.4
2024-04-25 19:00:00,2024-04-25,19,Thursday,Whitefield Road,315,0.87,Critical,5.0,307.5
2024-04-25 19:00:00,2024-04-25,19,Thursday,Electronic City Road,304,0.92,Critical,9.6,269.5
2024-04-25 20:00:00,2024-04-25,20,Thursday,MG Road,289,0.86,Critical,5.0,270.9
2024-04-25 20:00:00,2024-04-25,20,Thursday,Brigade Road,385,0.67,High,18.6,337.4
2024-04-25 20:00:00,2024-04-25,20,Thursday,Outer Ring Road,400,0.69,High,22.0,352.4
2024-04-25 20:00:00,2024-04-25,20,Thursday,Hosur Road,306,0.66,High,18.4,299.3
2024-04-25 20:00:00,2024-04-25,20,Thursday,Bannerghatta Road,221,0.92,Critical,5.0,204.7
2024-04-25 20:00:00,2024-04-25,20,Thursday,Old Airport Road,187,0.78,High,8.5,184.6
2024-04-25 20:00:00,2024-04-25,20,Thursday,Whitefield Road,256,0.89,Critical,6.0,252.0
2024-04-25 20:00:00,2024-04-25,20,Thursday,Electronic City Road,413,0.98,Critical,5.0,354.2
2024-04-25 21:00:00,2024-04-25,21,Thursday,MG Road,93,0.16,Low,49.8,96.9
2024-04-25 21:00:00,2024-04-25,21,Thursday,Brigade Road,59,0.19,Low,44.4,77.0
2024-04-25 21:00:00,2024-04-25,21,Thursday,Outer Ring Road,92,0.21,Low,45.1,122.0
2024-04-25 21:00:00,2024-04-25,21,Thursday,Hosur Road,62,0.3,Low,39.1,96.8
2024-04-25 21:00:00,2024-04-25,21,Thursday,Bannerghatta Road,64,0.29,Low,43.4,84.0
2024-04-25 21:00:00,2024-04-25,21,Thursday,Old Airport Road,57,0.17,Low,52.4,102.9
2024-04-25 21:00:00,2024-04-25,21,Thursday,Whitefield Road,94,0.27,Low,43.1,124.9
2024-04-25 21:00:00,2024-04-25,21,Thursday,Electronic City Road,72,0.32,Low,41.6,94.8
2024-04-25 22:00:00,2024-04-25,22,Thursday,MG Road,90,0.33,Low,37.6,127.2
2024-04-25 22:00:00,2024-04-25,22,Thursday,Brigade Road,104,0.27,Low,45.1,125.6
2024-04-25 22:00:00,2024-04-25,22,Thursday,Outer Ring Road,81,0.26,Low,43.1,103.5
2024-04-25 22:00:00,2024-04-25,22,Thursday,Hosur Road,94,0.19,Low,53.5,123.0
2024-04-25 22:00:00,2024-04-25,22,Thursday,Bannerghatta Road,86,0.24,Low,46.0,98.6
2024-04-25 22:00:00,2024-04-25,22,Thursday,Old Airport Road,31,0.31,Low,42.0,51.4
2024-04-25 22:00:00,2024-04-25,22,Thursday,Whitefield Road,94,0.22,Low,44.2,102.8
2024-04-25 22:00:00,2024-04-25,22,Thursday,Electronic City Road,119,0.18,Low,51.2,123.7
2024-04-25 23:00:00,2024-04-25,23,Thursday,MG Road,115,0.18,Low,54.2,128.2
2024-04-25 23:00:00,2024-04-25,23,Thursday,Brigade Road,77,0.16,Low,54.6,94.5
2024-04-25 23:00:00,2024-04-25,23,Thursday,Outer Ring Road,125,0.18,Low,53.5,155.8
2024-04-25 23:00:00,2024-04-25,23,Thursday,Hosur Road,83,0.23,Low,47.7,96.7
2024-04-25 23:00:00,2024-04-25,23,Thursday,Bannerghatta Road,65,0.24,Low,46.8,100.4
2024-04-25 23:00:00,2024-04-25,23,Thursday,Old Airport Road,51,0.29,Low,44.1,62.7
2024-04-25 23:00:00,2024-04-25,23,Thursday,Whitefield Road,53,0.29,Low,43.4,72.5
2024-04-25 23:00:00,2024-04-25,23,Thursday,Electronic City Road,57,0.16,Low,47.3,96.0
2024-04-26 00:00:00,2024-04-26,0,Friday,MG Road,19,0.09,Low,51.0,73.7
2024-04-26 00:00:00,2024-04-26,0,Friday,Brigade Road,54,0.11,Low,54.3,69.2
2024-04-26 00:00:00,2024-04-26,0,Friday,Outer Ring Road,12,0.12,Low,51.1,42.4
2024-04-26 00:00:00,2024-04-26,0,Friday,Hosur Road,9,0.06,Low,58.3,32.3
2024-04-26 00:00:00,2024-04-26,0,Friday,Bannerghatta Road,33,0.03,Low,56.4,69.1
2024-04-26 00:00:00,2024-04-26,0,Friday,Old Airport Road,5,0.05,Low,53.2,24.2
2024-04-26 00:00:00,2024-04-26,0,Friday,Whitefield Road,31,0.12,Low,49.9,51.0
2024-04-26 00:00:00,2024-04-26,0,Friday,Electronic City Road,32,0.15,Low,55.1,65.3
